sentence1Text,sentence2Text,mergedText
"A gas leak in an injection shaft shut down Norway's Snorre A oil platform in the North Sea NW of Bergen around 7pm November 28, 2004.","On November 28, 2004 Norway's Statoil closed the SnorrA and Vigdis oil platforms in the North Sea.  ","A gas leak in an injection shaft shut down Norway's Statoil Snorre A and Vigdis oil platforms in the North Sea NW of Bergen around 7pm November 28, 2004."
"Members of the Senate Judiciary Committee questioned her conservative credentials, lack of judicial experience and criticized her for not completely answering a questionnaire about her work at the White House.",And even lawmakers in Bush's own Republican Party had questioned Miers's conservative credentials and grasp of constitutional law.,"Members of the Senate Judiciary Committee and even lawmakers in Bush's own Republican Party questioned Miers's conservative credentials, lack of judicial experience, and grasp of constitutional law, and criticized her for not completely answering a questionnaire about her work at the White House."
Some 45 hours of newly-released private recordings offer an intimate look at John F. Kennedy's last months.,"In total, more than 40 hours of recordings have been released.","In total, some 45 hours of newly-released private recordings offer an intimate look at John F. Kennedy's last months."
He then came up from behind and punched out the referee.,"The punch knocked the referee out, broke his jaw, loosened some teeth and caused a traumatic brain injury, Esparza said.","He then came up from behind and punched the referee, which knocked him out, broke his jaw, loosened some teeth and caused a traumatic brain injury, Esparza said."
"Pro-whaling countries may have a voting majority for the first time since 1986, when the IWC halted commercial whaling.",Whaling opponents fear that pro-whaling countries like Japan and Norway could get a majority vote at the IWC.,"Whaling opponents fear that pro-whaling countries like Japan and Norway could get a majority vote for the first time since 1986, when the IWC halted commercial whaling."
"She quickly followed up with a message apologizing and blaming her phone's ""damn spell check,"" explaining she really meant to say ""triggerish meaning like you seemed really cool nothing that triggered a red flag.""","""I meant to say triggerfish, meaning like, you seemed really cool nothing that triggered a red flag!","She quickly followed up with a message apologizing and blaming her phone's ""damn spell check,"" explaining she really meant to say ""triggerish, meaning like, you seemed really cool, nothing that triggered a red flag!"""
"To further reef conservation, France launched a three-year initiative to protect coral reefs in the South Pacific.  ",France is financing a project in the south Pacific to improve protected marine sites and establish more sites.,"To further reef conservation, France is financing a three-year project in the south Pacific to protect coral reefs, improve protected marine sites and establish more sites."
"Parliamentary elections in Turkmenistan which are planned for December 15, 2013, will be held on a two-party basis, a message from the Central Commission for Elections and Referenda of Turkmenistan said.",Turkeminstan's CEC plans to hold elections on December 15 2013.,"Parliamentary elections in Turkmenistan which are planned for December 15, 2013, will be held on a two-party basis, a message from the Central Commission for Elections and Referenda (CEC) of Turkmenistan said."
Scientific Consultations Under Endangered Species Act Restored,"On March 3, Obama overturned another 11th hour Bush regulation that weakened the Endangered Species Act and pitted federal agencies against each other.","On March 3, Obama overturned another 11th hour Bush regulation that weakened the Endangered Species Act and pitted federal agencies against each other, restoring scientific consultations under the Act."
"Gigante, who had suffered from heart disease, died at the federal prison in Springfield, Mo., said prison spokesman Al Quintero.","Gigante died at the U.S. Medical Center for federal prisoners in Springfield, Mo., said prison spokesman Al Quintero.","Gigante, who had suffered from heart disease, died at the U.S. Medical Center for federal prisoners, the federal prison in Springfield, Mo., said prison spokesman Al Quintero."
Mere anticipation of a drug sometimes seems helpful.,Treatment anticipation caused patients' improvement.,Treatment anticipation caused patients' improvement.
She died days later after what two pathologists said was prolonged physical exertion.,She was taken from the prison by helicopter ambulance to a Montgomery hospital where she was placed on life support and eventually died.,She was taken from the prison by helicopter ambulance to a Montgomery hospital where she was placed on life support and eventually died days later after what two pathologists said was prolonged physical exertion.
